cmod, load_min, load_max
0.0017609713, 604.48, 428.97
0.0017634798, 605.76, 430.22
0.0017659883, 607.04, 431.47
0.0017684968, 608.32, 432.72
0.0017710053, 609.60, 433.97
0.0017735138, 610.88, 435.21
0.0017760223, 612.16, 436.46
0.0017785308, 613.44, 437.71
0.0017810393, 614.72, 438.96
0.0017835478, 616.00, 440.21
0.0017860563, 617.28, 441.46
0.0017885648, 618.56, 442.70
0.0017910734, 619.84, 443.95
0.0017935819, 621.12, 445.20
0.0017960904, 622.40, 446.45
0.0017985989, 623.68, 447.70
0.0018011074, 624.96, 448.94
0.0018036159, 626.24, 450.19
0.0018061244, 627.52, 451.44
0.0018086329, 628.80, 452.69
0.0018111414, 630.08, 453.94
0.0018136499, 631.36, 455.18
0.0018161584, 632.64, 456.43
0.0018186669, 633.92, 457.68
0.0018211754, 635.20, 458.93
0.0018236839, 636.48, 460.18
0.0018261924, 637.76, 461.42
0.0018287009, 639.04, 462.67
0.0018312094, 640.32, 463.92
0.0018337180, 641.60, 465.17
0.0018362265, 642.88, 466.42
0.0018387350, 644.16, 467.66
0.0018412435, 645.44, 468.91
0.0018437520, 646.72, 470.16
0.0018462605, 648.00, 471.41
0.0018487690, 649.28, 472.66
0.0018512775, 650.56, 473.91
0.0018537860, 651.84, 475.15
0.0018562945, 653.12, 476.40
0.0018588030, 654.40, 477.65
0.0018613115, 655.68, 478.90
0.0018638200, 656.96, 480.15
0.0018663285, 658.24, 481.39
0.0018688370, 659.52, 482.64
0.0018713455, 660.80, 483.89
0.0018738541, 662.08, 485.14
0.0018763626, 663.37, 486.39
0.0018788711, 664.65, 487.63
0.0018813796, 665.93, 488.88
0.0018838881, 667.21, 490.13
0.0018863966, 668.49, 491.38
0.0018889051, 669.77, 492.63
0.0018914136, 671.05, 493.87
0.0018939221, 672.33, 495.12
0.0018964306, 673.61, 496.37
0.0018989391, 674.89, 497.62
0.0019014476, 676.17, 498.87
0.0019039561, 677.45, 500.11
0.0019064646, 678.73, 501.36
0.0019089731, 680.01, 502.61
0.0019114816, 681.29, 503.86
0.0019139902, 682.57, 505.11
0.0019164987, 683.85, 506.35
0.0019190072, 685.13, 507.60
0.0019215157, 686.41, 508.85
0.0019240242, 687.69, 510.10
0.0019265327, 688.97, 511.35
0.0019290412, 690.25, 512.60
0.0019315497, 691.53, 513.84
0.0019340582, 692.81, 515.09
0.0019365667, 694.09, 516.34
0.0019390752, 695.37, 517.59
0.0019415837, 696.65, 518.84
0.0019440922, 697.93, 520.08
0.0019466007, 699.21, 521.33
0.0019491092, 700.49, 522.58
0.0019516177, 701.77, 523.83
0.0019541262, 703.05, 525.08
0.0019566348, 704.33, 526.32
0.0019591433, 705.61, 527.57
0.0019616518, 706.89, 528.82
0.0019641603, 708.17, 530.07
0.0019666688, 709.45, 531.32
0.0019691773, 710.73, 532.56
0.0019716858, 712.01, 533.81
0.0019741943, 713.29, 535.06
0.0019767028, 714.57, 536.31
0.0019792113, 715.85, 537.56
0.0019817198, 717.13, 538.80
0.0019842283, 718.41, 540.05
0.0019867368, 719.69, 541.30
0.0019892453, 720.97, 542.55
0.0019917538, 722.25, 543.80
0.0019942623, 723.53, 545.04
0.0019967709, 724.81, 546.29
0.0019992794, 726.09, 547.54
0.0020017879, 727.37, 548.79
0.0020042964, 728.65, 550.04
0.0020068049, 729.93, 551.29
0.0020093134, 731.21, 552.53
0.0020118219, 732.49, 553.78
0.0020143304, 733.77, 555.03
0.0020168389, 735.05, 556.28
0.0020193474, 736.33, 557.53
0.0020218559, 737.61, 558.77
0.0020243644, 738.89, 560.02
0.0020268729, 740.17, 561.27
0.0020293814, 741.45, 562.52
0.0020318899, 742.73, 563.77
0.0020343984, 744.01, 565.01
0.0020369069, 745.29, 566.26
0.0020394155, 746.57, 567.51
0.0020419240, 747.85, 568.76
0.0020444325, 749.13, 570.01
0.0020469410, 750.41, 571.25
0.0020494495, 751.69, 572.50
0.0020519580, 752.97, 573.75
